,estimator,mean_fit_time,mean_score_time,mean_test_score,param_model__estimator__C,param_model__estimator__activation,param_model__estimator__alpha,param_model__estimator__gamma,param_model__estimator__hidden_layer_sizes,param_model__estimator__kernel,param_model__estimator__learning_rate,param_model__estimator__n_estimators,param_model__estimator__n_neighbors,param_model__estimator__solver,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,std_fit_time,std_score_time,std_test_score
0,Lasso,1.1940479278564453,0.004865378141403198,-2271.639799695602,,,,,,,,,,,{},1,-2272.55393475113,-1880.7103078239131,-2706.3954060588662,-1709.2402386880392,-1718.5897975491978,-1748.1519770283082,-3242.5548228540556,-2894.921912811306,0.38926496077154693,0.0005392655972667493,566.7001838299933
0,Ridge,0.13064193725585938,0.008965402841567993,-2262.7292980575453,,,,,,,,,,,{},1,-2217.1010433929137,-1811.3308977282877,-2728.700372714546,-1725.5957664585524,-1728.4899312430432,-1774.3467427940493,-3214.4088124591813,-2901.860817669784,0.03475213079466712,0.0007390053650920971,564.5347803127595
0,ElasticNet,0.13431289792060852,0.017973095178604126,-3416.551534658812,,,,,,,,,,,{},1,-2856.1945511714853,-2572.182483005815,-3100.1602796255756,-3076.7677743682057,-3270.7757901283426,-3693.263509171333,-4382.230805754037,-4380.8370840457055,0.04237410104160738,0.013665319659473495,632.7241336339388
0,llars,1.0359717011451721,0.011477291584014893,-2187.2285771213524,,,,,,,,,,,{},1,-2154.8536952507507,-1761.3538104752358,-2254.1888586084015,-1723.5269042727348,-1749.0192805659965,-1737.6586411909939,-3268.5112558636392,-2848.7161707430664,0.08729580332051343,0.0021806865855432053,548.0418498259232
0,ExtraTreesRegressor,25.786489337682724,0.06969809532165527,-1787.496888664608,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-1719.3370988185245,-1341.8246124881555,-1473.634787583499,-1456.6228877951805,-1381.4381274835125,-1452.9772380387178,-2883.136084133592,-2591.00427297568,11.946968901816483,0.013339029286933498,562.8158041410717
1,ExtraTreesRegressor,43.58736842870712,0.09739187359809875,-1764.884960074489,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-1708.3935168843007,-1283.6315356893424,-1458.9168796262563,-1421.2780333829335,-1370.36824649288,-1417.4281959962398,-2896.6140357311288,-2562.449236792833,18.040245491237485,0.015298066965676196,574.4309623817492
0,RandomForestRegressor,70.57615187764168,0.06340864300727844,-1855.5193205903865,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-1880.4217259628856,-1522.288070128714,-1563.329859444384,-1615.6654748016426,-1425.263956803038,-1506.6403029611072,-3070.503732718557,-2260.0414419027634,35.58340452910817,0.018719117838816798,524.5509103005737
1,RandomForestRegressor,119.10971215367317,0.09606903791427612,-1834.9622914882916,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-1867.481318636553,-1507.3673219224565,-1540.465950724377,-1597.774229242442,-1401.568878029655,-1470.4499544844177,-3044.0760714310477,-2250.5146074353834,54.67584451493509,0.015015962916575427,525.2024820962616
0,AdaBoostRegressor,25.327957034111023,0.056325316429138184,-2363.854632054018,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2086.85299045779,-1781.1412053012875,-2098.7298799571086,-2212.1622110614558,-2061.429310649713,-2613.3837909732442,-3419.826557404276,-2637.311110627268,11.420864808417468,0.01928165016093114,481.29611479122116
1,AdaBoostRegressor,38.139737010002136,0.081138014793396,-2349.7039261703376,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2059.3170263408824,-1735.5788979251085,-2100.3160615657894,-2182.5348848882027,-2052.766227410993,-2534.8962267367992,-3441.3881978139284,-2690.8338866809972,15.693435850883441,0.02006598645770659,497.77332709409075
0,GradientBoostingRegressor,15.953357994556427,0.015595078468322754,-2203.842792688404,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-2106.444490136992,-1884.4324677758807,-2192.275405572645,-1949.6329948844912,-1646.3535322066393,-1810.4365105526006,-3171.196123352791,-2869.9708170251956,9.200780952104957,0.004033466318697302,502.65888038951823
1,GradientBoostingRegressor,29.396237283945084,0.013825207948684692,-2268.370323576697,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-2139.298492596096,-1895.932799698231,-2300.9539260179668,-2034.1876605220612,-1737.2300222641004,-1869.7996049881433,-3270.9887381184712,-2898.5713444085063,14.556071331503208,0.0048232941035787754,506.78374416499975
2,GradientBoostingRegressor,16.64194428920746,0.014175981283187866,-2457.1720759665086,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-2340.83210340727,-2028.977039244364,-2510.3257850846744,-2164.645730881615,-1910.9321434240155,-2069.996252822529,-3362.5926508260163,-3269.074902041581,8.271942312410037,0.003296310131685036,525.8967052032609
3,GradientBoostingRegressor,22.332552164793015,0.01346057653427124,-2533.8353440503015,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-2375.222197819161,-2115.8960072424034,-2526.1050995170094,-2230.934748575397,-2071.2628427202294,-2102.497413495182,-3475.9099138827128,-3372.85452915032,8.629703960814256,0.007840310635719574,534.219449786499
0,SVR,56.17425790429115,8.758830696344376,-5611.776187854331,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-5563.989316229822,-5514.8631100918365,-5609.119459704979,-5542.728968161912,-5805.954852796298,-5692.84027265144,-6138.916883089284,-5025.796640109079,52.60819012635729,5.974085284518022,291.9709722737704
1,SVR,56.22135978937149,8.737909525632858,-5613.44348911394,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-5565.391302925197,-5516.672433812153,-5610.915402573434,-5544.426936232911,-5808.561946349827,-5694.262214607715,-6140.750206581572,-5026.56746982871,52.708658440441866,5.946910885610568,292.3016508202596
2,SVR,58.107930809259415,8.048649042844772,-5594.82171309339,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-5550.0025435317875,-5496.578229128411,-5590.199939177197,-5521.876034754537,-5780.009361063351,-5681.680751353876,-6119.743168856825,-5018.483676881126,52.79701072264114,4.927473830125773,288.64987378271377
3,SVR,50.83637315034866,6.010609269142151,-5611.759088563191,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-5563.95973783892,-5514.837924326537,-5609.09862162051,-5542.713958362605,-5805.932775661179,-5692.831179730524,-6138.906031165909,-5025.792479799344,41.12326386234719,3.3931500954059097,291.96953362133684
0,MLPRegressor,65.2016569674015,0.0194644033908844,-34042.23351312183,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-36047.893371633836,-36486.79797322922,-34120.79122065808,-34409.372595787805,-34150.03352161077,-32098.55546348901,-32203.376605550195,-32821.04735301568,33.277656658951,0.002729531218758176,1533.0412932188947
1,MLPRegressor,195.34450829029083,0.06293433904647827,-33922.788330652336,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-36009.61870056844,-36429.04951580478,-34032.91690635958,-34301.300373428305,-34022.542338078434,-31942.366438078432,-32028.12538247569,-32616.38699042505,99.05160342234589,0.005009867947957273,1581.931559606969
2,MLPRegressor,68.20935568213463,0.022783786058425903,-34042.2156889158,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-36047.3260281927,-36486.93590472561,-34121.21552872035,-34409.55229494155,-34149.50259176529,-32098.471744079874,-32203.48027308428,-32821.24114581672,34.83744798075881,0.008543096721426913,1532.957897742891
3,MLPRegressor,196.9869240820408,0.05931544303894043,-33922.80495817809,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",6,-36009.776012911076,-36428.6314709735,-34032.93480689553,-34301.76660876411,-34022.484028091494,-31942.417331732,-32027.962416676735,-32616.46698938024,95.70471990216922,0.006869738212163126,1581.89654471622
4,MLPRegressor,72.49172529578209,0.020965993404388428,-33767.19264411187,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-36008.145634017295,-36404.24768932355,-34013.862126822096,-34191.33050799394,-33909.56558113514,-31817.214952111204,-31883.825328921914,-31909.349332569833,35.69213868112131,0.0014998485205100578,1696.982824102295
5,MLPRegressor,168.78891617059708,0.039486318826675415,-22814.6584503485,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-34695.60475457499,-33206.9366806788,-28629.852835936894,-26386.76756748007,-23137.84885471755,-16343.196264933345,-12231.275300809102,-7885.785343657223,70.51151830663837,0.011552988480804624,9169.216891096552
6,MLPRegressor,71.97341534495354,0.020784854888916016,-33787.131694591226,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",4,-36015.44971679187,-36408.083729199745,-34037.41525107692,-34239.06577250326,-33884.04534674019,-31682.113358711464,-31779.88884552167,-32250.99153618472,35.147017655367875,0.0024508320552770403,1693.034329871257
7,MLPRegressor,120.61579984426498,0.030612528324127197,-22775.10456622688,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-34646.825027162515,-33301.05062129215,-28603.322827709508,-26484.453621808392,-23246.18415074865,-15644.800444712528,-12436.237992534705,-7837.961843846632,36.25580772470811,0.0181368063271756,9223.165353838462
0,KNeighborsRegressor,0.24870401620864868,4.896781712770462,-2323.007878517513,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-1966.1146432571388,-1388.1052119846524,-2163.048920741243,-1554.633728498373,-1646.0177874015606,-1858.9450187822588,-3502.661205966569,-4504.536511508308,0.1264970482712659,3.680236064213365,1027.2366177414128
1,KNeighborsRegressor,0.2444426417350769,6.842070758342743,-2443.137562599381,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-2209.038941081655,-1509.6073115289655,-2237.6423065040635,-1811.8147080366816,-1740.6565291197992,-2214.0539691940385,-3358.687391891944,-4463.599343437899,0.12626034793065052,4.173539941549312,924.2249411090226
2,KNeighborsRegressor,0.26775795221328735,8.435483276844025,-2583.021503164825,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2436.310154086818,-1778.8819159827988,-2338.1542722137924,-1932.6824584099286,-1840.1622614503456,-2504.1330381018843,-3331.5220533987917,-4502.325871674243,0.1421099440899815,3.9770931371738305,862.634852149824
0,LinearRegression,0.7881266474723816,0.005849599838256836,-4343909.403398357,,,,,,,,,,,{},1,-34734579.99695016,-4425.480744019667,-2347.437974689376,-1931.343020974434,-1862.7079522370398,-1771.7172249141424,-2268.7938873585786,-2087.7494325135317,0.1643507543590549,0.0003260048461220744,11486593.823155789
0,Lasso,0.49290165305137634,0.004841595888137817,-2640.390914641631,,,,,,,,,,,{},1,-4930.205744746011,-4078.320916551638,-2321.76232418135,-1928.1835382654629,-1805.6185073834706,-1757.7420759394442,-2251.0460635480904,-2050.2481465175792,0.13709368272386055,0.000753202276238618,1112.1729865676398
0,Ridge,0.06044158339500427,0.0062645673751831055,-2260.386688327307,,,,,,,,,,,{},1,-2776.037735750606,-3143.312938474784,-2336.7711626056157,-1950.6092787512418,-1811.8544964444827,-1767.0705828483126,-2248.4219070373074,-2049.0154047061073,0.011156480502561562,0.0006225461216635913,452.3016526492338
0,ElasticNet,0.04732370376586914,0.005436599254608154,-2925.540735394056,,,,,,,,,,,{},1,-2843.7904497583186,-2882.1224035414757,-2714.361656952579,-2892.8029382017007,-3169.97237514396,-2751.8956934305265,-3209.0213888236653,-2940.358977300219,0.01061752950291128,0.00021777973623947946,167.59956576248769
0,llars,0.8386606276035309,0.006402194499969482,-2298.4069470737345,,,,,,,,,,,{},1,-3280.9691430897706,-3220.4464675443674,-2278.9820535542053,-1957.160278136788,-1694.7803149137123,-1782.2198317445116,-2174.089829308998,-1998.6076582975265,0.15350973993642988,0.0010652222324802204,577.5552538830358
0,ExtraTreesRegressor,9.891259968280792,0.05525580048561096,-1943.6541019446145,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2434.8783245492837,-2460.2277662532947,-1726.9904420520422,-1870.6083018273846,-1435.3974499162705,-1808.9156764652205,-2181.519694757655,-1630.6951597357656,4.450762554138379,0.017959305026700508,352.03533653388007
1,ExtraTreesRegressor,16.354106932878494,0.06441804766654968,-1907.5882017756858,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2367.979726202427,-2392.169335700326,-1706.1384323573948,-1848.979200616913,-1426.5512432583448,-1765.2505147072752,-2165.005132745408,-1588.6320286173966,6.407390103192203,0.013871384375352335,337.35169799121184
0,RandomForestRegressor,21.29156967997551,0.04358372092247009,-1933.0708400278515,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2493.974644810899,-2299.648486939925,-1734.0232881751388,-1955.1679623463112,-1308.6836649808765,-1845.1802310311987,-2120.3519519155557,-1707.5364900229076,10.510074473452555,0.015128111880860266,348.68046288184814
1,RandomForestRegressor,34.95930373668671,0.06589007377624512,-1890.982176004769,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2393.792138879402,-2237.9957345666794,-1703.3130301614722,-1921.6111927772133,-1291.7614468684394,-1819.4323106166275,-2071.345523333434,-1688.6060308348842,15.614706074903202,0.02175080678016338,325.3970690208634
0,AdaBoostRegressor,8.265540361404419,0.040419042110443115,-2040.6908501434725,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2376.098427341656,-2087.3179063358043,-1920.8021623622924,-2131.2899597346914,-1514.2750915781344,-1983.0797569340245,-2377.807084382777,-1934.8564124784004,3.8036858645617135,0.009659951562021955,260.4166598544564
1,AdaBoostRegressor,13.593447089195251,0.05996966361999512,-2004.8097240073273,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2341.3896932954663,-2018.7735341451923,-1889.5277090676939,-2044.62409645203,-1557.5314485560768,-1930.9677575980124,-2331.1333803718676,-1924.5301725722773,5.652710082128517,0.015079313796133637,236.32568039594554
0,GradientBoostingRegressor,4.864779055118561,0.008096665143966675,-2399.190010175878,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-3147.936818147517,-2807.268615207406,-2261.033177443658,-2172.4758550346955,-1924.6098907557762,-2274.4982104237047,-2478.511980657904,-2127.1855337363627,2.639790681796696,0.0019178351543411454,373.94673647838795
1,GradientBoostingRegressor,9.425957143306732,0.0089263916015625,-2442.647092850622,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-3135.8619588715615,-2878.5914317293523,-2291.1521023032815,-2187.996327612943,-1994.7283970643787,-2364.9615046736517,-2559.7262657488695,-2128.1587548009356,4.64555285383723,0.003599208341618217,367.0266879960773
2,GradientBoostingRegressor,5.108640253543854,0.008270055055618286,-2665.1795500546764,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-3441.2464774893247,-3210.298398598761,-2406.8810699931323,-2561.837533731545,-2178.418112144302,-2471.4005214423646,-2795.618846496481,-2255.7354405414985,2.6323738219066475,0.002657918139557105,423.6711593726757
3,GradientBoostingRegressor,8.108012288808823,0.006844580173492432,-2730.6077785221887,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-3453.073612851464,-3312.9656396812084,-2488.304468075135,-2605.68730072331,-2254.8323209322175,-2606.9420851027994,-2846.4501846605017,-2276.6066161508747,3.051214006850925,0.0023521899336925527,417.82256828140703
0,SVR,4.292060315608978,0.7408171892166138,-5059.330808351194,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-4678.115890487084,-5003.14313242101,-5110.3854896283965,-5050.784784987036,-4858.636861946779,-5154.897210075184,-5463.849943928871,-5154.833153335191,4.031654095195274,0.49495381802743676,216.02341011220165
1,SVR,4.312847286462784,0.7358501851558685,-5060.165398344309,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-4678.3793930921465,-5003.573413305058,-5111.098268768674,-5051.500871533033,-4859.441571093071,-5156.242600603218,-5464.8840676473565,-5156.2030007119165,4.0245420058437,0.4884778061197312,216.26769981404064
2,SVR,4.698377817869186,0.685741662979126,-5050.694043154864,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-4675.476493668659,-4998.82804429302,-5103.234708731531,-5043.552495876629,-4850.599338331055,-5141.279305539275,-5451.339789347306,-5141.242169451435,4.310212471228334,0.393648225963209,213.08723926329859
3,SVR,4.675852030515671,0.6470482051372528,-5059.322180044104,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-4678.111519719297,-5003.137749963783,-5110.377949614018,-5050.7769671263595,-4858.628571020854,-5154.883745628659,-5463.838512861206,-5154.822424418663,3.491921410782838,0.2560471341307928,216.02131483665488
0,MLPRegressor,25.56594368815422,0.015212565660476685,-33415.98124932243,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-34298.45767162568,-35954.02661349346,-35074.43509172719,-32653.9490408134,-34147.54291248794,-32343.418217253657,-30605.55522860578,-32250.465218572368,13.003075135420076,0.0020070132295094815,1639.134569724756
1,MLPRegressor,76.15535575151443,0.03720161318778992,-33362.85883919615,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-34280.312992742416,-35925.5440065895,-35035.97268458491,-32605.54064802251,-34089.367810446674,-32275.67950831035,-30527.538571822442,-32162.91449105041,40.28565737249382,0.0044381386507521695,1657.2039635101899
2,MLPRegressor,27.099234223365784,0.014442205429077148,-33415.86578991211,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-34298.21459764062,-35954.351379702646,-35074.3324558744,-32653.274480005974,-34147.627944332526,-32343.489595009116,-30605.741415984772,-32249.894450746873,13.358607252767484,0.0016753108881761764,1639.2170543760544
3,MLPRegressor,76.92985460162163,0.034671008586883545,-33362.84792057073,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",4,-34280.568258357824,-35925.57096465487,-35036.08240561893,-32605.476063758648,-34089.38824379506,-32275.499203653806,-30527.65103245704,-32162.547192269692,38.763392717373016,0.00459462297313,1657.2694823373922
4,MLPRegressor,29.097259134054184,0.01852327585220337,-33351.19775485883,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-34295.26353307713,-35943.203269848476,-35040.76590645727,-32624.364726878393,-34054.645668388366,-32268.40272473234,-30501.472357907016,-32081.46385158166,13.92159191625131,0.002763042437771067,1673.0631578140585
5,MLPRegressor,66.31913697719574,0.02826923131942749,-30952.500692667316,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-34183.812411121835,-35423.548189109424,-34118.370461829894,-31006.983980466382,-31389.749109413067,-29236.426636123477,-26588.263537198498,-25672.851216075953,27.836973552061725,0.011475512769861218,3363.679195678914
6,MLPRegressor,28.568261802196503,0.018822789192199707,-33371.88385419568,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",6,-34294.97964307439,-35940.26197662907,-35059.608097212134,-32613.076878657885,-34115.67142709818,-32269.534064012307,-30523.336000218173,-32158.60274666327,13.366770092217614,0.0037167422757107505,1666.8662250480252
7,MLPRegressor,46.03214058279991,0.02478662133216858,-30982.743462743416,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-34171.145541507,-35418.31506833026,-34054.08629873728,-31092.25085483545,-31310.243688872044,-29290.502095027303,-26639.32843277648,-25886.075721861493,14.49427462545934,0.022867833009294958,3299.574885449241
0,KNeighborsRegressor,0.06750452518463135,0.8056760430335999,-2222.115845011391,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-3082.266440704863,-2625.2722998771874,-1649.871315248958,-2045.9891039652514,-2496.406286276338,-1636.5304307259219,-2453.692101816292,-1786.8987814763157,0.03514745864561755,0.3573297698427648,490.16139992703177
1,KNeighborsRegressor,0.0692889392375946,0.9496918320655823,-2260.9324333322165,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-2585.3432614222834,-2545.929180405489,-1946.432939155372,-2098.711699606272,-2605.572450300724,-1800.410819487036,-2681.218892276989,-1823.8402240035687,0.03043306223022948,0.4596869053902412,355.35866294760257
2,KNeighborsRegressor,0.07333236932754517,1.093172162771225,-2440.739227942339,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2609.2147787471713,-2669.72399691588,-2282.784619921365,-2458.452921791475,-2837.010525544014,-2013.186064556383,-2587.419788266328,-2068.1211277960933,0.036833220383559885,0.5522154665682564,275.28929168774175
0,LinearRegression,1.0905593633651733,0.00760689377784729,-609435.8304617845,,,,,,,,,,,{},1,-4857503.587265852,-2877.308710902796,-2152.938728382645,-2139.5380292834307,-3836.9007983043352,-2156.7062288772763,-2312.593602248567,-2507.0703304251183,0.13870057975446853,0.00037627975453438867,1605618.7805270485
0,Lasso,1.2924128770828247,0.005777120590209961,-2618.5328013835983,,,,,,,,,,,{},1,-3002.5863563846724,-2867.564080072903,-2138.3933468601717,-2142.261977463993,-3826.9716475329756,-2170.223867677287,-2300.682107549414,-2499.579027527367,0.5197532930250974,0.0009103028199906515,552.6488389102689
0,Ridge,0.18906620144844055,0.009277403354644775,-2617.7294126250517,,,,,,,,,,,{},1,-2946.270886555083,-2874.597482082565,-2144.906744207681,-2148.6164148751695,-3835.8557426555435,-2169.139984792146,-2315.3139348221707,-2507.1341110100516,0.060125855338767936,0.0007360314186789898,548.4409332664294
0,ElasticNet,0.22179794311523438,0.0076121985912323,-4356.365897811744,,,,,,,,,,,{},1,-3726.4990032112805,-4601.491533665772,-3939.001239222935,-4328.277570272292,-5358.167405717934,-4569.34871077371,-4465.272134372038,-3862.869585257984,0.09299049357600414,0.0008436375511459286,491.95632598021126
0,llars,1.1022193431854248,0.012779861688613892,-2618.4515965151845,,,,,,,,,,,{},1,-2855.731596173555,-2891.1565486298246,-2114.6057887129496,-2222.150637407059,-3911.3016233336525,-2235.6527384724577,-2299.651058538698,-2417.362780853278,0.15569935168989402,0.0026709586097181963,559.2016060573957
0,ExtraTreesRegressor,50.16462725400925,0.11276811361312866,-2073.950970631211,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2074.726320838593,-2551.409082191587,-1517.6909205197542,-1859.59778991401,-2940.7569765003027,-1874.5008204489707,-2015.654169668167,-1757.2716849683031,22.682049684943113,0.01832502323742927,429.8483279142287
1,ExtraTreesRegressor,83.05243691802025,0.1837870478630066,-2034.5653985672063,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2009.6422267699181,-2528.5247302003213,-1465.4045824166922,-1829.9326770898513,-2904.5026907813954,-1834.0098777144879,-1991.2853603928568,-1713.2210431721269,34.21923314553391,0.03039484608652329,434.82530068383954
0,RandomForestRegressor,141.27123844623566,0.0970458984375,-2108.753826735058,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2125.2179178521387,-2483.9041497495127,-1559.2408921529357,-1975.9952620596002,-2849.1430922979357,-1956.7270395491116,-2092.460624125793,-1827.3416360934345,71.0608970952957,0.022440705877597167,372.717190205541
1,RandomForestRegressor,235.79379588365555,0.14814838767051697,-2073.81417445622,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2091.8638076372717,-2437.5999079823673,-1537.4577351254254,-1941.6192932396941,-2801.235116349253,-1931.1074739033477,-2053.589307301152,-1796.0407541112465,110.24074896766622,0.016845000055396613,364.8446781158058
0,AdaBoostRegressor,47.84937337040901,0.07204568386077881,-2950.398323840594,,,,,,,,16,,,{'model__estimator__n_estimators': 16},1,-2562.217528424962,-3090.6956147081037,-2384.3038662285708,-2971.697593384317,-3545.734770925787,-3258.984608929093,-3261.1069313139305,-2528.4456768099876,22.116857408555244,0.015952026958458727,389.7946749962278
1,AdaBoostRegressor,70.6716490983963,0.12534302473068237,-3012.355416223367,,,,,,,,32,,,{'model__estimator__n_estimators': 32},2,-2510.4820733444703,-3001.254857735518,-2474.0715783965975,-3022.593285547841,-3663.014955122073,-3345.8827397488167,-3372.3605389105837,-2709.1833009810366,29.69299112157216,0.05375986072420503,402.7979812580487
0,GradientBoostingRegressor,33.58516225218773,0.01961502432823181,-2498.9889139834863,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-2813.6379331917997,-2764.81110014694,-2210.1579679096117,-2309.844202248336,-3080.337364497073,-2177.582547539338,-2450.2362224811873,-2185.3039738536036,19.07655842595579,0.004973447995532282,322.27853194697104
1,GradientBoostingRegressor,61.05910238623619,0.022962629795074463,-2584.7374856437877,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-2885.3345627663366,-2827.108461849424,-2456.640441895295,-2363.0200188697995,-3160.321646563088,-2231.097993478677,-2573.5857512996117,-2180.79100842807,30.49314248346056,0.00678123609009046,322.94057404674203
